,P31946,P62258,P63104,Q12888,P10398,Q13085,P68363,P37023,P55265,Q13131,P04083,P20073,P10275,P08243,Q13315,P15056,Q92934,Q16611,Q92560,Q07812,P10415,Q07817,Q14457,P60709,P55957,P51587,P05412,P10721,P08581,P01106,P55210,Q14790,Q03135,P11836,P16284,P17301,P06493,O96017,Q13490,O95471,P12109,P14635,P24385,P24864,O96020,O95661,Q99497,Q92997,P12830,P13639,O00418,P06730,Q04637,P07992,P28482,P14921,P49327,P02751,Q08050,P15407,P11413,Q9UQC2,P04406,P23771,P49841,P04626,P21860,Q02297,P0DMV8,P18065,O15327,P35568,O60674,P45983,P45984,P13010,P06239,Q00987,O15151,Q9UJM3,P49959,P43246,P52701,P42345,P35749,P35579,P19022,P01111,Q92597,P19838,P35240,P46531,P22223,P38936,P04637,Q13501,P05121,P09874,P49023,P12004,Q53EL6,P42336,P27986,P17252,Q05655,P05771,P21796,P06401,Q96B36,Q06830,Q8TCU6,P60484,P57735,Q92878,Q06609,Q8N122,P06400,Q96T37,Q6R327,O00767,Q9BYW2,Q07955,P29353,Q06124,Q9NR28,Q15797,P84022,Q13485,O95863,P40763,P42229,P16949,P43405,Q9GZV5,P02786,Q9NQ88,P21980,Q92574,Q15361,P15498,P35968,P40337,P17861,P18887
ACH-000584,0.100028,0.09303,-0.28601,0.151237,-0.025481,-0.483711,-1.444637,-0.095347,0.247357,0.161543,-0.39831,0.539712,0.443577,0.969164,-0.529933,0.602135,0.065985,0.226888,-0.545151,-0.491799,0.383701,0.116624,-0.002142,-0.123056,0.391038,-0.123836,-0.518336,0.393898,0.076913,-0.789958,0.295581,-0.02413,-1.108282,-0.036419,0.185796,-0.28878,-0.015808,-0.044206,-0.362556,2.462558,0.0,-0.725442,0.10353,-0.1973,-0.015162,-0.043952,-0.213266,0.052316,2.045309,-0.520692,-1.071765,0.222872,-1.273918,-0.138152,-0.276667,-0.505033,0.891897,1.900869,-1.251467,-0.60966,-0.405569,-0.25225,-1.952715,0.189767,0.30261,-0.47215,0.552967,0.111412,-0.394975,1.8256,1.778781,-0.259728,-0.28964,0.130092,0.232263,-0.85586,-0.642917,-0.852215,-0.525976,0.079764,0.173071,0.2849,-0.145701,0.467515,-0.061678,-0.151532,-0.064335,0.014082,-0.448406,-0.572883,-0.526717,-0.643345,0.363787,-0.498448,0.273924,0.493748,-0.336779,0.083119,-0.806638,0.134522,-0.2708,0.525408,-0.055057,-0.616236,-0.445713,0.040435,0.300895,0.371562,-0.355828,-0.644909,-0.46763,0.5918,1.627656,0.017034,0.404682,0.582032,0.755106,-0.527111,-0.145446,0.215155,0.002082,0.001084,0.090089,-0.200074,0.116677,0.195901,0.092879,0.213912,-0.140114,-0.236925,-0.017109,0.035568,0.580715,-0.030137,-0.277443,-0.062757,0.205252,-0.241522,-0.287672,-0.345776,-0.928407,-0.670792,-0.132403,0.47637
ACH-000865,0.007814,0.042809,-0.67547,0.048081,0.080551,1.062986,-0.152006,-0.154592,-0.070226,0.535995,0.584021,-0.131142,0.172198,1.135637,0.129414,-0.329256,0.036667,0.143121,0.24553,-0.685055,0.102555,-0.591698,-0.006975,-1.505415,-0.146374,-0.129082,0.103014,-0.152963,0.105863,0.931062,-0.219637,-0.353323,2.864832,0.005774,0.242196,-0.100084,-0.012263,-0.090625,0.391724,0.546235,-0.391706,0.110227,-0.391156,0.023816,-0.287272,-0.185006,0.172488,0.647807,3.114518,-0.284868,0.45166,-0.528414,-0.029812,-0.139857,-0.15795,-0.425123,0.578317,-1.002328,0.713087,-0.690589,-0.200691,0.374048,0.305306,-0.163988,0.109646,-0.269671,-0.237129,1.746754,0.279419,-0.324603,-0.322027,-0.051478,0.120273,-0.36138,-0.26283,0.519356,-0.440829,0.337205,-0.544177,0.191214,0.558283,0.43619,0.89385,0.308815,-0.249493,-0.639353,-0.375367,-0.170932,-0.855826,0.528241,-0.233711,-0.615994,-0.196661,-0.11786,1.572227,-0.4906,-0.952988,0.158728,-0.763179,0.269025,-0.178185,0.319689,-0.295471,0.173824,-0.13579,-0.039829,-0.154889,0.418965,0.337898,0.041785,-0.219949,-0.149179,0.961845,0.177339,-0.530337,0.155677,-0.009607,-0.32606,0.128757,-0.314421,-0.315726,0.074873,0.655731,0.601691,-0.617082,-0.107402,-0.540022,-0.194354,-0.377334,0.065705,-0.463326,-0.136601,1.779746,-0.315993,-0.949851,0.211556,-0.401385,-0.288606,-0.180252,0.0,-1.172305,-0.557017,0.242092,0.146835
ACH-000701,-0.039699,-0.009975,0.115436,-0.408742,0.053705,-0.011441,-0.543987,0.044328,-0.27293,-0.702903,0.74999,-0.479611,0.020092,-1.527499,-0.02508,-0.500884,-0.196289,-0.06322,-0.279271,-0.198671,0.068798,0.598313,-0.242434,-0.240442,0.183207,0.338848,-0.191881,-0.180687,-0.148313,-0.97858,-0.577666,2.158071,0.771998,-0.109826,0.069999,0.660425,-0.056721,0.070896,-0.23168,2.29036,-0.26544,-0.536406,0.710201,-0.020157,-0.009042,-0.260184,-0.541822,-0.041031,5.016611,-0.233473,0.356687,-0.239025,-0.18696,1.999301,-0.160601,0.322642,0.943165,-1.243933,-0.110557,-0.647797,3.266207,0.953294,0.861044,1.962426,-0.113387,0.637312,0.671298,0.151928,0.113353,-0.512415,0.231716,-0.667714,0.039427,0.778336,0.618581,0.57555,0.536765,1.035306,-0.098754,-0.013908,-0.069774,-0.146348,0.212861,0.207653,-0.231929,0.728209,-0.289305,-0.0656,0.542983,0.226076,-0.002564,-0.311767,-0.390401,0.473345,-0.037697,-0.394348,-0.50547,3.058185,0.129482,-0.329683,0.020784,-0.24364,-0.652164,-1.022484,-0.377589,0.088635,0.037234,-0.078337,-0.04888,1.16514,0.069615,-0.153713,2.421666,0.690079,0.108087,0.675511,-0.354003,0.479455,-0.026139,0.049169,1.151476,-0.34677,0.732517,1.038867,0.804582,-0.128771,-0.007432,-0.566262,2.696669,1.273418,-1.385902,-0.610852,2.570862,-0.408826,1.804416,-0.1303,-0.043423,0.192505,0.099418,0.3951,1.461733,2.621438,0.096392,0.619928
ACH-000293,-0.201106,-0.076385,-1.006647,0.467985,-0.51794,-0.366044,1.024669,-0.260015,0.334221,0.261648,0.419505,-0.662224,-0.18679,-0.818448,-0.771592,-0.39921,-0.089788,0.115147,-0.064338,-0.552115,-0.14617,0.490616,0.056123,-1.94135,0.102847,-0.204388,0.347835,-0.167674,0.06228,0.370129,-0.069792,-0.254076,-2.688484,0.123062,-0.098875,-0.457406,-0.268857,0.140251,-0.526082,-0.13361,0.111735,0.467787,0.170581,1.586903,-0.178751,0.127168,0.045413,0.422405,1.716415,-0.448378,-0.671241,0.115416,0.205067,0.041379,-0.573655,-0.203113,-0.437812,2.87619,-0.41614,-0.857499,0.110906,0.776112,-1.537947,-0.790953,-0.278067,0.423255,0.002252,0.565683,-0.034156,3.259048,-0.069408,-0.421103,-0.401427,1.001747,0.151567,-0.303446,-0.474635,0.711928,-0.424779,-0.053027,0.107172,0.216438,0.112165,0.086604,0.300059,0.332733,0.593264,-0.145924,-0.724322,0.339268,0.446555,0.783623,0.033734,-0.304122,0.379707,0.691456,1.39416,0.320379,0.042764,-0.432906,-1.298262,0.327207,0.29428,0.197309,0.082446,0.170035,1.300418,0.200518,0.09648,0.038421,-0.041651,0.419939,-0.586556,-0.47258,-0.732212,0.034789,-0.63628,-0.075822,-0.100215,0.511131,0.003238,-0.152177,0.169764,0.539387,0.443118,0.044038,0.095923,-0.012022,0.746213,-0.049029,0.731897,-0.034994,2.126412,0.298126,1.037928,-0.083052,-0.339068,-0.364355,0.103633,-0.188334,0.266463,1.554107,-0.006502,-0.241165
ACH-000043,0.047899,-0.035052,-0.281262,0.050094,0.046009,-0.261457,-0.122974,0.010785,-0.145527,-0.411838,0.797054,-0.046811,1.060658,-0.383034,-0.271186,0.044867,-0.098364,-0.093987,-0.535359,0.302684,-0.668164,0.120602,-0.074235,0.7091,0.065653,-0.137827,0.716632,1.355169,0.09033,-0.923141,-0.369501,0.001086,4.237909,-0.171302,-0.24962,1.979991,-0.235964,-0.663452,-0.138467,-0.245001,0.92726,-2.029406,0.915714,-0.03559,-0.360928,-0.004028,-0.350053,0.232273,-0.695627,0.326632,0.061826,0.036714,0.132379,-0.122068,0.270367,-0.120412,-0.163313,4.006122,-1.352708,0.433193,0.583237,0.014564,0.302988,-0.053765,0.033559,-0.056652,-0.442447,0.15491,-0.356623,-0.10032,0.060192,0.088474,0.35234,0.575696,0.118483,-0.380552,-0.881486,-0.097534,0.080414,0.358709,-0.083136,-0.572348,-0.988632,-0.161091,0.43285,1.547068,0.116552,-0.056553,-0.394365,0.535829,1.536776,0.063384,0.404707,1.199811,-0.523545,0.968084,4.397688,-0.317209,0.523648,-0.751427,-0.391908,0.083049,-0.034671,1.248008,0.093395,0.133208,0.076877,-0.34632,-0.108089,-0.223634,0.064235,0.67314,-0.419323,-0.510296,-1.078455,0.066252,-1.086265,-0.70512,0.058454,0.249589,-0.02229,-0.367554,0.034949,1.086167,-0.413631,-0.221357,0.564745,-0.109296,-0.04847,0.076221,-0.096889,-0.174238,-3.219481,0.239696,-0.057157,0.044221,0.263654,0.599367,-0.051464,-1.149144,-0.120661,-1.17668,0.266879,-0.378479
ACH-000595,-0.141895,-0.20371,0.01647,-0.375341,-0.378298,-0.375356,0.070726,-0.241204,-0.10808,0.100285,0.589922,-0.671335,-0.213049,0.139737,-1.347111,-0.012047,0.398039,-0.222369,0.29839,0.049179,0.259861,-0.283561,0.001787,0.170119,-0.079184,-0.213546,0.356877,0.083809,-0.152382,-0.223931,-0.685219,-0.331644,2.797884,-0.151736,-0.202046,-0.17942,0.26497,-0.213164,-0.246535,-0.878405,0.217937,-0.194519,-0.264254,-0.228417,0.318912,-0.170621,-0.247816,-0.231269,-1.542548,-0.224589,0.121866,-0.110716,-0.083951,-0.318575,0.215369,-0.133369,1.084535,0.744896,0.555713,0.69438,0.262449,1.22499,1.272846,0.16159,0.018242,0.102144,1.942321,0.663763,-0.264922,0.682876,-0.22391,0.429372,0.165806,0.096561,-0.036622,0.031187,-1.085047,0.275022,-0.073839,-0.107274,-0.121831,-0.119823,-0.146592,-0.12026,-0.298527,0.741087,0.262292,-0.115011,0.812873,1.020857,0.754677,1.180946,-0.678383,-0.211149,-0.326108,0.610039,2.573157,-0.393602,0.361329,0.591252,-0.238174,0.102421,0.251521,-0.718335,-0.187314,0.226824,-0.577921,-0.127601,0.570493,-0.394157,0.768367,0.576848,0.0,-1.010556,0.140741,0.385445,0.683389,0.131011,0.551335,0.303457,-0.229537,0.02953,-0.025507,0.240127,-0.789846,-0.195776,0.322251,0.12139,1.153253,0.220581,0.113248,0.111347,-1.683263,0.631092,-0.638371,0.306776,-0.054756,0.266975,0.146897,-0.233964,-0.286542,-2.178954,-0.221395,0.274882
ACH-000770,0.178437,-0.000373,-0.431747,-0.365831,0.343446,0.320329,-0.95747,0.142385,0.326787,-1.222918,0.384371,0.396018,0.054761,0.5521,0.63914,0.98814,-0.239102,-0.272244,0.251419,0.077212,1.568458,-0.754976,0.233572,-0.380298,0.086021,-0.030845,-0.326262,-0.328342,-0.027586,0.346023,0.416854,0.180517,-2.585528,0.0747,0.149661,-0.658843,-0.0168,-0.06414,-0.272617,-0.224057,-0.157959,-0.792082,-0.291349,0.120266,0.110626,0.088874,0.0972,-0.054127,-0.22382,-0.284965,0.486706,0.086729,0.300064,-0.034143,0.12729,0.094301,-0.394581,-0.778983,-0.113284,-0.415661,0.094997,0.429039,1.290375,0.303933,0.356886,-1.21849,-0.368519,-0.170357,0.029415,2.068549,0.031813,0.032474,0.147486,-0.179926,-0.037177,-0.319024,0.239851,-0.727588,0.525998,-0.218633,0.158204,0.168467,0.076367,-0.564688,-0.209194,1.003426,-0.581665,0.264921,0.035415,-0.212685,-0.151786,0.065452,0.244196,0.257744,0.638791,-0.61678,-0.58031,0.184893,-0.696749,0.392004,1.369542,-0.091847,1.567965,0.316481,0.248432,0.898052,-0.157017,0.070302,-0.271301,-0.077024,0.772898,-2.584602,-0.27578,0.109619,0.647372,-0.624896,1.626977,-0.071245,-0.009271,0.251116,-0.127387,0.171029,-0.27752,-0.629437,-0.489483,-0.143177,-0.218413,0.269486,0.075941,-0.364506,1.155271,0.502221,4.649313,-0.351159,-1.416802,-0.256248,-0.324697,0.008906,-0.666403,5.698008,-0.89571,-1.455629,-0.018812,0.215318
ACH-000505,0.21672,-0.391033,0.024954,0.640195,-0.001055,-0.41663,-0.563992,0.095035,0.002661,0.457394,0.386349,-0.113987,0.079614,-0.827315,0.59171,0.323344,0.144715,-0.11033,-0.12151,-0.429675,-0.841939,-0.390943,-0.056872,0.609093,0.15393,0.160109,1.452076,-0.38479,0.27395,-0.561746,-0.765552,0.056494,1.869174,-0.247562,-0.427792,1.562522,-0.104588,-0.475166,0.061352,-0.532671,0.414944,1.102861,-0.183306,-0.822727,-0.182765,-0.374863,-0.208358,0.597776,-0.001502,-0.275106,-0.264971,-0.596397,-0.949427,0.059719,-0.624077,0.13507,-0.019248,2.746352,1.133778,1.17584,0.046323,-0.503927,-0.435726,0.411702,-0.01381,-0.993604,-1.206501,-0.027698,-0.097744,-1.305702,-0.362151,0.905695,0.482642,-0.198733,0.237052,0.109692,-1.012539,-0.29439,-0.486375,0.206948,-0.176982,0.11165,0.267496,0.453727,0.019047,-0.455654,-0.07249,0.08619,0.40808,0.912752,1.139261,0.308771,-0.479994,-0.164694,0.46305,0.266648,2.412391,-0.553109,1.304155,-0.270456,-0.639338,0.660533,0.776952,0.659618,0.203709,0.361,-0.69202,0.293427,0.085401,-0.249872,2.230581,0.252417,-0.216226,-0.374932,0.270309,0.390919,0.480684,-0.409994,0.086594,-0.358091,-0.485833,0.125534,-0.400614,-0.678508,-0.011053,-0.152482,0.002895,-0.060278,0.347606,-0.827074,0.489949,-0.284666,-2.090195,0.663584,-0.35419,0.411673,1.779636,0.490645,0.000656,-0.626739,0.653127,-1.152206,0.134258,-0.078242
ACH-000022,-0.053705,-0.051575,0.082452,-0.520172,0.324479,0.079882,0.333806,0.057043,-0.278946,0.934182,-0.407101,0.210352,0.104777,-0.549061,0.570903,-0.153793,-0.12895,0.006429,0.415009,-0.196256,0.154022,-0.035915,0.119037,-0.391943,0.012863,0.151268,-0.09253,-0.127999,0.048767,0.30951,1.072468,1.411333,-2.527124,0.006664,0.490206,1.434715,1.838467,0.218111,-0.159274,3.772416,-0.051064,0.413865,-0.256626,-0.220519,0.265001,0.123912,-0.189096,-0.313997,3.829683,-0.416319,0.260398,-0.232168,-0.470572,0.83955,-0.578115,-0.324771,0.116997,-0.988017,-0.117442,-0.553731,-0.617976,0.074798,-0.465373,0.051702,0.102867,-0.048748,1.21923,-0.035357,-0.085341,-0.428176,0.365639,0.341567,-0.215237,-0.039486,-0.244154,-0.485243,0.506178,-0.685849,0.040534,-0.088045,0.114991,0.022015,-0.129898,-0.290388,-0.122012,-0.591033,-0.342509,0.238218,0.331584,-0.315721,-0.71787,0.145643,0.805015,0.226962,0.673858,0.941267,-0.477745,2.081325,-0.814226,0.390156,0.496951,0.34013,0.597962,-0.019639,-0.067465,-0.066487,-0.568497,0.12386,-0.376471,-0.059426,0.150749,0.291788,1.841978,-0.10939,0.238936,-0.267064,0.191804,0.061644,-0.090738,1.852329,1.136417,-0.08349,0.631802,0.357299,0.463151,0.24907,-0.073989,-0.08019,1.83632,-0.071678,-0.229965,-0.046128,2.95858,-0.339058,0.64679,1.682629,-0.337351,0.376337,-0.204088,0.447446,0.692053,1.176686,0.025272,-0.190291
ACH-000203,-0.236267,0.185829,-0.130233,0.945998,-0.423211,0.361803,0.65422,-0.088193,0.22463,-0.170113,-1.920563,-0.494476,-0.222548,0.387149,0.093524,-0.358992,0.240119,0.402735,0.390787,0.386521,2.658993,-0.162153,-0.209482,-0.541551,0.056058,-0.161569,0.690685,2.506709,0.036101,-0.602021,-0.482128,-0.715456,-3.322062,0.036994,0.085644,-0.637091,-0.374663,0.13325,-0.03963,-0.457696,0.160398,-0.747981,0.930898,-0.56086,-0.133268,0.029711,-0.370328,0.115574,-1.223939,-0.446739,-0.206712,0.159094,-0.760688,0.150231,-0.333478,-0.236578,0.651114,-1.061101,0.303607,-0.447046,-0.303775,2.630267,0.532069,3.967486,0.20362,-1.466986,-0.707257,0.302478,0.543842,1.112669,0.135932,0.117186,-0.283701,0.15585,0.315884,0.213568,-0.910244,0.309418,0.787558,-0.206032,0.022449,0.424051,0.859971,-0.625686,-0.210927,-1.305686,0.542814,-0.13476,-0.714921,-0.79314,0.056786,-0.890814,-0.382475,-1.098716,-0.488219,-1.74564,-0.773202,0.315891,-0.39706,-0.096276,-0.137199,0.215925,-0.289656,2.933158,1.386482,1.21919,0.939458,0.23408,0.062837,-0.374866,-0.135752,1.939029,-0.251536,0.188903,0.041897,0.666861,0.948053,0.601794,-0.012348,-0.273063,-0.036818,0.324467,-0.267946,0.29796,0.776971,0.272269,0.392208,0.492725,-0.031344,-0.513378,-0.671516,0.559533,-1.758103,-0.440596,0.06609,-0.382159,-0.478742,-0.463764,-0.093002,-0.218301,-1.023703,-2.464035,0.019454,0.467316
ACH-000609,0.034,-0.292867,-0.476816,0.171837,-0.287009,0.042072,0.673081,0.009681,-0.490942,0.137589,0.303507,0.384927,0.971516,0.04465,0.07874,-0.023225,0.142845,0.036752,-0.314499,-0.556061,-0.504802,-0.575486,-0.039095,0.55807,-0.217037,0.126459,0.812779,-0.381836,-0.081132,-0.47993,-0.565795,-0.301159,2.689466,-0.204009,-0.300257,0.106183,-0.175711,-0.280364,-0.018144,-0.796703,0.53518,-0.202572,-0.276685,-0.488852,-0.06466,-0.045987,-0.293148,0.611666,-0.466397,-0.059047,0.415176,0.098242,0.679581,-0.258163,-0.100443,-0.042585,-0.40236,2.099719,0.028066,0.253686,1.148972,-1.490585,0.003325,-0.029653,-0.042929,-1.322767,-0.327501,0.820924,-0.055379,-0.439777,-0.026025,0.022517,-0.225223,0.717242,-0.13314,0.137219,-0.749073,-0.007853,-0.11915,0.496803,-0.110411,-0.066259,-0.191501,0.358115,0.474472,1.123337,0.398814,0.063652,0.129531,0.846474,0.484256,0.434353,-0.098774,1.5719,-0.116044,0.358249,3.092154,-0.287525,0.662705,-0.370806,-0.367825,-0.208154,-0.292179,0.618253,-0.085816,0.084761,-0.063216,-0.003496,0.602417,-0.065112,0.124632,-0.516698,-0.373903,-0.536219,0.054268,-0.229278,-1.50768,-0.641759,0.212118,0.002839,0.839336,-0.291458,-0.268434,-0.060541,-0.599553,0.05836,0.126855,0.219832,1.100157,0.215684,-0.760714,-0.005324,-2.596142,0.815266,-0.877436,-0.103833,0.700665,0.027107,-0.077008,-0.669624,0.940061,-1.430308,-0.076476,-0.007192
ACH-000774,0.073123,0.008923,0.082016,0.378588,0.955813,-0.380594,0.109824,0.032434,0.641637,-0.787194,1.174388,0.155731,-0.059979,-1.38972,0.145039,-0.663136,-0.397143,0.081779,-0.457368,-0.593795,0.01235,-0.001493,0.037445,1.063299,0.107904,0.775786,0.385422,0.113917,0.026769,-0.112106,-0.030848,0.191918,1.028966,-0.028003,0.265298,2.952448,-0.285269,0.377277,0.098372,2.987378,0.496086,-0.086392,0.172907,1.132234,-0.015233,0.25572,0.023068,-0.548047,3.798822,-1.063047,-0.893239,0.067406,-1.035734,0.053047,0.040814,0.053237,-0.795844,2.426901,0.175214,0.840732,0.960795,-0.389161,-1.251702,1.669759,-0.250598,0.764615,0.649708,-0.048778,0.11007,-0.41363,0.337579,-0.123054,-0.460999,0.112577,0.039994,0.602192,0.05217,-0.115553,-0.125209,0.911793,0.249732,0.316578,-0.364723,-0.317264,0.505329,0.043596,-0.33334,0.204806,0.133519,0.309655,-0.337845,-0.135904,1.139835,0.503097,1.949309,0.228698,4.472553,0.120124,-0.328888,0.088157,-0.954392,-0.425483,-0.709196,-0.663431,-0.301743,-1.392467,1.158682,0.207681,-0.411615,0.124069,-0.298263,-1.266188,1.353969,0.772934,0.386016,-0.210467,-0.566835,-0.134137,-0.161017,-0.118501,2.478594,-0.181333,-0.036717,-0.163346,0.737288,-0.305018,-0.161092,0.027495,0.089331,0.276904,-0.352327,0.072102,-1.589795,-0.264725,0.472625,-0.222753,2.073017,-0.602613,-0.1642,0.299987,2.105585,1.148202,-0.279465,0.550329
ACH-000296,0.166379,0.113847,-0.418089,0.101979,0.261733,0.305477,0.585963,0.000431,0.340754,-1.028923,-0.363106,0.508745,0.212405,-0.168841,0.435547,-0.032376,-0.378655,-0.266143,-0.011829,-0.165789,-0.294848,-0.265054,-0.027436,0.351631,-0.000759,0.012561,-0.082074,1.769023,-0.065393,-0.651415,-0.30845,-0.540689,-1.71411,0.033384,0.352566,0.655655,-0.09694,0.021137,-0.088174,4.008244,-0.001027,-0.187905,-0.007854,0.371295,-0.122938,0.187068,-0.194524,0.010031,3.516502,-0.559821,0.254055,-0.262896,-0.515282,0.228753,-0.658963,-0.128787,0.301434,0.046263,-0.62847,-0.717001,-0.153839,1.266507,-1.311826,0.252594,0.494389,-0.076185,0.815288,0.163364,-0.001591,1.040094,-0.163058,0.017276,-0.341669,-0.060189,-0.185133,-0.085795,0.152209,-0.503993,-0.178936,0.363242,0.235709,0.063663,-0.640323,0.076142,-0.014856,-0.946355,-0.384759,0.113562,0.383093,-0.621334,-0.790771,0.08941,0.784398,-0.355695,1.058677,-0.928934,-0.155934,0.391349,0.388963,-0.313378,0.294589,-0.227924,-0.313037,-0.184152,0.005322,-0.246951,1.214102,0.865399,-0.138703,0.219739,0.064529,-2.052071,1.369443,-0.035981,0.078912,-0.270175,-0.060658,1.362167,-0.073875,1.150383,0.312578,-0.076995,0.175266,-0.146479,0.04607,-0.261444,-0.220737,-0.027093,1.110751,-0.285721,-0.730409,-0.108534,-0.762459,-0.208446,0.06361,0.258527,-0.207481,-0.074318,-0.46395,0.510672,0.057255,0.712625,0.0,0.79039
ACH-000974,-0.019017,0.004509,-0.151218,-0.001063,0.175062,-0.378036,0.453203,-0.00578,0.428362,-0.494305,1.705905,-0.454255,0.095561,0.423141,-0.735706,-0.397432,-0.093092,0.229899,-0.058529,0.251972,-0.261422,0.13453,-0.124011,-0.869088,0.024673,-0.041009,0.380485,-0.29664,0.006744,-0.186647,-0.294637,0.021608,-0.269401,0.023358,0.065609,2.440282,-0.316637,-0.243324,0.211989,1.429568,0.221065,-0.489342,0.026396,0.122223,-0.230294,-0.072142,-0.302177,0.383588,1.822174,-0.549464,-0.19874,-0.040729,-0.348363,-0.130134,-0.397788,-0.16828,-0.264212,0.094899,-0.766803,-0.075034,-0.546468,-0.814303,-1.415522,0.134225,0.412239,-0.158341,0.275905,0.179871,-0.181172,-0.003818,-0.713119,0.02094,-0.006358,0.043357,-0.095899,0.332448,-0.190604,-0.378307,0.311731,0.38267,-0.034376,-0.239215,-0.427668,-0.02125,0.694591,0.996412,-0.477213,0.087347,0.580243,-0.114973,0.115489,0.902771,0.50591,0.340313,0.309676,-1.358771,-0.568143,0.146153,0.125521,-0.144099,-0.467684,-0.16937,-0.065891,0.205635,0.027159,-0.227799,0.816788,0.258927,0.159956,0.419381,-0.043975,-2.589738,-0.285666,-0.336027,-0.367134,-0.240503,-0.452971,0.782704,0.039598,-0.241176,0.99539,-0.038751,-0.249347,-0.472623,0.127885,0.124495,0.41386,0.074174,-0.226096,-0.292661,-1.029676,0.082136,-0.520716,0.396024,-0.773833,0.044432,1.383531,0.108626,-0.239859,-0.063781,0.031727,0.247188,-0.038961,0.035249
ACH-001150,-0.192026,-0.32441,-0.07737,-0.133192,-0.065302,-0.604988,-0.028393,-0.041431,0.131981,-0.387919,0.428523,0.537719,0.245412,0.14298,0.314291,0.088897,0.166957,-0.212725,-0.160065,-0.250342,-0.207407,-0.701894,0.009068,1.101473,-0.001838,-0.292671,0.59631,1.819521,-0.085105,-0.115317,0.15317,-0.148626,4.103255,-0.307761,-0.315217,1.190773,0.22458,-0.130281,-0.016998,-0.155433,1.222599,0.172869,0.248137,0.118415,-0.308729,-0.052681,-0.146985,0.06465,-0.176231,-0.605944,-0.218234,-0.598498,-1.092924,-0.337699,0.069157,0.191223,-0.973925,3.927742,0.072903,0.498851,0.1327,-0.397349,-1.067551,0.08272,-0.021383,-0.520137,-0.358938,0.72721,-0.276083,-0.012175,-0.010921,0.347088,-0.123386,0.126265,-0.155182,-0.108912,-0.788164,-0.380157,-0.42121,-0.130165,0.253798,-0.860406,-0.609709,-0.199924,1.208755,2.398745,1.152717,0.004654,0.710157,0.939308,0.130085,0.012633,0.07515,0.851061,-0.011086,-0.679943,3.760186,-0.363765,0.412789,-0.397593,-0.680133,0.10471,0.024042,0.540985,0.082048,-0.319854,-0.055071,0.38286,0.510742,-0.388471,0.884537,-0.199058,-0.010632,-0.062324,0.341426,-0.429433,0.26935,-0.186831,0.523552,0.296143,0.690241,-0.084254,0.014869,0.117658,-0.186457,-0.086992,-0.869449,0.064863,0.42506,0.107245,1.336279,0.032574,-1.903403,1.252205,-1.145867,0.078328,0.326416,0.420777,-0.264389,-0.296808,-0.12605,-1.735499,-0.044033,-0.199076
ACH-000875,-0.075988,-0.316241,1.137803,-1.225783,-0.012242,-0.251132,0.774816,-0.094671,0.114596,0.187873,1.123768,0.081598,0.091541,-0.312175,-0.975462,0.355784,0.042653,-0.171042,-0.263846,0.007711,-0.91654,0.086259,-0.027234,1.410721,-0.040034,0.008606,0.457331,-0.326625,0.02574,-0.267261,-0.299381,-0.03641,0.929754,-0.15673,-0.064304,2.67515,0.044461,-0.822015,-0.289616,1.827534,0.128038,0.802575,0.157594,-0.021414,0.084942,-0.170732,-0.179694,0.231277,3.159787,-0.32748,-0.602009,0.32562,0.994822,-0.214669,0.200576,-0.314661,0.717582,3.809603,-0.08594,1.060996,-0.51431,0.757176,-0.28565,0.162587,0.409485,1.181608,1.896779,-0.26586,0.019478,-0.725569,1.044776,0.465021,-0.384718,-0.085901,0.616996,-0.261535,0.216173,-0.127735,-0.279222,1.150418,-0.095684,-0.419234,-0.758591,-0.112765,0.51751,1.440289,-0.422112,-0.145155,0.481254,1.215357,0.35212,0.033177,-0.164923,0.718904,-0.732187,2.921451,0.891829,-0.178311,0.082076,-0.485498,-0.352186,-0.102472,-0.012558,-0.22786,0.141364,0.557209,0.385934,-0.032118,-0.284131,-0.704178,-0.09544,-0.125475,1.040331,-0.766202,-0.680105,-0.000399,0.008301,0.238178,0.601755,-0.189628,-0.16602,-0.113218,0.097936,0.690437,-0.18258,-0.338524,0.045943,-0.216961,0.084386,0.952793,0.966672,-0.176238,2.36153,0.214484,0.166763,0.213726,-0.121115,0.315575,0.285512,-0.997567,1.39617,1.358762,-0.186807,-0.378999
